estacion,zona,timestamp,NO2,O3,PM10,PM2.5
Barrio del Pilar,1,2017-11-17 12:00:00,60,18,NA,NA
Barrio del Pilar,1,2017-11-17 13:00:00,65,19,NA,NA
Barrio del Pilar,1,2017-11-17 14:00:00,76,17,NA,NA
Barrio del Pilar,1,2017-11-17 15:00:00,85,11,NA,NA
Barrio del Pilar,1,2017-11-17 16:00:00,86,6,NA,NA
Barrio del Pilar,1,2017-11-17 17:00:00,108,1,NA,NA
Barrio del Pilar,1,2017-11-17 18:00:00,133,1,NA,NA
Barrio del Pilar,1,2017-11-17 19:00:00,154,1,NA,NA
Barrio del Pilar,1,2017-11-17 20:00:00,165,1,NA,NA
Barrio del Pilar,1,2017-11-17 21:00:00,170,1,NA,NA
Barrio del Pilar,1,2017-11-17 22:00:00,163,1,NA,NA
Barrio del Pilar,1,2017-11-17 23:00:00,159,1,NA,NA
Barrio del Pilar,1,2017-11-18 00:00:00,93,1,NA,NA
Barrio del Pilar,1,2017-11-18 01:00:00,73,1,NA,NA
Barrio del Pilar,1,2017-11-18 02:00:00,59,1,NA,NA
Barrio del Pilar,1,2017-11-18 03:00:00,56,2,NA,NA
Barrio del Pilar,1,2017-11-18 04:00:00,38,12,NA,NA
Barrio del Pilar,1,2017-11-18 05:00:00,50,4,NA,NA
Barrio del Pilar,1,2017-11-18 06:00:00,49,4,NA,NA
Barrio del Pilar,1,2017-11-18 07:00:00,51,4,NA,NA
Barrio del Pilar,1,2017-11-18 08:00:00,53,4,NA,NA
Barrio del Pilar,1,2017-11-18 09:00:00,63,6,NA,NA
Barrio del Pilar,1,2017-11-18 10:00:00,34,26,NA,NA
Barrio del Pilar,1,2017-11-18 11:00:00,23,41,NA,NA
Barrio del Pilar,1,2017-11-18 12:00:00,23,43,NA,NA
Barrio del Pilar,1,2017-11-18 13:00:00,19,51,NA,NA
Barrio del Pilar,1,2017-11-18 14:00:00,20,52,NA,NA
Barrio del Pilar,1,2017-11-18 15:00:00,30,47,NA,NA
Barrio del Pilar,1,2017-11-18 16:00:00,35,41,NA,NA
Barrio del Pilar,1,2017-11-18 17:00:00,53,25,NA,NA
Barrio del Pilar,1,2017-11-18 18:00:00,121,1,NA,NA
Barrio del Pilar,1,2017-11-18 19:00:00,149,2,NA,NA
Barrio del Pilar,1,2017-11-18 20:00:00,173,1,NA,NA
Barrio del Pilar,1,2017-11-18 21:00:00,166,1,NA,NA
Barrio del Pilar,1,2017-11-18 22:00:00,144,1,NA,NA
Barrio del Pilar,1,2017-11-18 23:00:00,85,1,NA,NA
Barrio del Pilar,1,2017-11-19 00:00:00,50,10,NA,NA
Barrio del Pilar,1,2017-11-19 01:00:00,56,5,NA,NA
Barrio del Pilar,1,2017-11-19 02:00:00,56,1,NA,NA
Barrio del Pilar,1,2017-11-19 03:00:00,52,5,NA,NA
Barrio del Pilar,1,2017-11-19 04:00:00,32,24,NA,NA
Barrio del Pilar,1,2017-11-19 05:00:00,16,32,NA,NA
Barrio del Pilar,1,2017-11-19 06:00:00,24,27,NA,NA
Barrio del Pilar,1,2017-11-19 07:00:00,29,24,NA,NA
Barrio del Pilar,1,2017-11-19 08:00:00,34,18,NA,NA
Barrio del Pilar,1,2017-11-19 09:00:00,41,16,NA,NA
Barrio del Pilar,1,2017-11-19 10:00:00,30,30,NA,NA
Barrio del Pilar,1,2017-11-19 11:00:00,35,37,NA,NA
Barrio del Pilar,1,2017-11-19 12:00:00,42,34,NA,NA
Barrio del Pilar,1,2017-11-19 13:00:00,42,39,NA,NA
Barrio del Pilar,1,2017-11-19 14:00:00,67,27,NA,NA
Barrio del Pilar,1,2017-11-19 15:00:00,61,33,NA,NA
Barrio del Pilar,1,2017-11-19 16:00:00,60,31,NA,NA
Barrio del Pilar,1,2017-11-19 17:00:00,80,12,NA,NA
Barrio del Pilar,1,2017-11-19 18:00:00,115,1,NA,NA
Barrio del Pilar,1,2017-11-19 19:00:00,135,1,NA,NA
Barrio del Pilar,1,2017-11-19 20:00:00,155,1,NA,NA
Barrio del Pilar,1,2017-11-19 21:00:00,160,1,NA,NA
Barrio del Pilar,1,2017-11-19 22:00:00,171,1,NA,NA
Barrio del Pilar,1,2017-11-19 23:00:00,128,1,NA,NA
Barrio del Pilar,1,2017-11-20 00:00:00,109,1,NA,NA
Barrio del Pilar,1,2017-11-20 01:00:00,69,3,NA,NA
Barrio del Pilar,1,2017-11-20 02:00:00,47,9,NA,NA
Barrio del Pilar,1,2017-11-20 03:00:00,29,24,NA,NA
Barrio del Pilar,1,2017-11-20 04:00:00,29,24,NA,NA
Barrio del Pilar,1,2017-11-20 05:00:00,31,27,NA,NA
Barrio del Pilar,1,2017-11-20 06:00:00,48,8,NA,NA
Barrio del Pilar,1,2017-11-20 07:00:00,77,1,NA,NA
Barrio del Pilar,1,2017-11-20 08:00:00,124,1,NA,NA
Barrio del Pilar,1,2017-11-20 09:00:00,NA,NA,NA,NA
Barrio del Pilar,1,2017-11-20 10:00:00,133,2,NA,NA
Barrio del Pilar,1,2017-11-20 11:00:00,107,4,NA,NA
Barrio del Pilar,1,2017-11-20 12:00:00,119,5,NA,NA
Barrio del Pilar,1,2017-11-20 13:00:00,105,10,NA,NA
Barrio del Pilar,1,2017-11-20 14:00:00,93,15,NA,NA
Barrio del Pilar,1,2017-11-20 15:00:00,96,13,NA,NA
Barrio del Pilar,1,2017-11-20 16:00:00,92,11,NA,NA
Barrio del Pilar,1,2017-11-20 17:00:00,104,3,NA,NA
Barrio del Pilar,1,2017-11-20 18:00:00,151,1,NA,NA
Barrio del Pilar,1,2017-11-20 19:00:00,180,1,NA,NA
Barrio del Pilar,1,2017-11-20 20:00:00,206,1,NA,NA
Barrio del Pilar,1,2017-11-20 21:00:00,256,1,NA,NA
Barrio del Pilar,1,2017-11-20 22:00:00,236,1,NA,NA
Barrio del Pilar,1,2017-11-20 23:00:00,198,1,NA,NA
Barrio del Pilar,1,2017-11-21 00:00:00,126,1,NA,NA
Barrio del Pilar,1,2017-11-21 01:00:00,82,1,NA,NA
Barrio del Pilar,1,2017-11-21 02:00:00,74,2,NA,NA
Barrio del Pilar,1,2017-11-21 03:00:00,64,4,NA,NA
Barrio del Pilar,1,2017-11-21 04:00:00,49,10,NA,NA
Barrio del Pilar,1,2017-11-21 05:00:00,59,4,NA,NA
Barrio del Pilar,1,2017-11-21 06:00:00,69,1,NA,NA
Barrio del Pilar,1,2017-11-21 07:00:00,81,1,NA,NA
Barrio del Pilar,1,2017-11-21 08:00:00,125,1,NA,NA
Barrio del Pilar,1,2017-11-21 09:00:00,105,3,NA,NA
Barrio del Pilar,1,2017-11-21 10:00:00,71,8,NA,NA
Barrio del Pilar,1,2017-11-21 11:00:00,66,13,NA,NA
Barrio del Pilar,1,2017-11-21 12:00:00,66,18,NA,NA
Barrio del Pilar,1,2017-11-21 13:00:00,77,18,NA,NA
Barrio del Pilar,1,2017-11-21 14:00:00,90,17,NA,NA
Barrio del Pilar,1,2017-11-21 15:00:00,97,14,NA,NA
Barrio del Pilar,1,2017-11-21 16:00:00,108,6,NA,NA
Barrio del Pilar,1,2017-11-21 17:00:00,123,1,NA,NA
Barrio del Pilar,1,2017-11-21 18:00:00,157,1,NA,NA
Barrio del Pilar,1,2017-11-21 19:00:00,191,1,NA,NA
Barrio del Pilar,1,2017-11-21 20:00:00,210,1,NA,NA
Barrio del Pilar,1,2017-11-21 21:00:00,251,1,NA,NA
Barrio del Pilar,1,2017-11-21 22:00:00,233,1,NA,NA
Barrio del Pilar,1,2017-11-21 23:00:00,202,1,NA,NA
Barrio del Pilar,1,2017-11-22 00:00:00,158,1,NA,NA
Barrio del Pilar,1,2017-11-22 01:00:00,104,1,NA,NA
Barrio del Pilar,1,2017-11-22 02:00:00,54,10,NA,NA
Barrio del Pilar,1,2017-11-22 03:00:00,46,12,NA,NA
Barrio del Pilar,1,2017-11-22 04:00:00,53,11,NA,NA
Barrio del Pilar,1,2017-11-22 05:00:00,54,7,NA,NA
Barrio del Pilar,1,2017-11-22 06:00:00,57,6,NA,NA
Barrio del Pilar,1,2017-11-22 07:00:00,72,1,NA,NA
Barrio del Pilar,1,2017-11-22 08:00:00,94,1,NA,NA
Barrio del Pilar,1,2017-11-22 09:00:00,88,2,NA,NA
Barrio del Pilar,1,2017-11-22 10:00:00,70,8,NA,NA
Barrio del Pilar,1,2017-11-22 11:00:00,59,20,NA,NA
Barrio del Pilar,1,2017-11-22 12:00:00,62,23,NA,NA
Barrio del Pilar,1,2017-11-22 13:00:00,70,27,NA,NA
Barrio del Pilar,1,2017-11-22 14:00:00,92,20,NA,NA
Barrio del Pilar,1,2017-11-22 15:00:00,90,18,NA,NA
Barrio del Pilar,1,2017-11-22 16:00:00,101,6,NA,NA
Barrio del Pilar,1,2017-11-22 17:00:00,105,2,NA,NA
Barrio del Pilar,1,2017-11-22 18:00:00,136,1,NA,NA
Barrio del Pilar,1,2017-11-22 19:00:00,132,1,NA,NA
Barrio del Pilar,1,2017-11-22 20:00:00,147,1,NA,NA
Barrio del Pilar,1,2017-11-22 21:00:00,176,1,NA,NA
Barrio del Pilar,1,2017-11-22 22:00:00,176,1,NA,NA
Barrio del Pilar,1,2017-11-22 23:00:00,161,1,NA,NA
Barrio del Pilar,1,2017-11-23 00:00:00,139,1,NA,NA
Barrio del Pilar,1,2017-11-23 01:00:00,129,1,NA,NA
Barrio del Pilar,1,2017-11-23 02:00:00,114,1,NA,NA
Barrio del Pilar,1,2017-11-23 03:00:00,87,1,NA,NA
Barrio del Pilar,1,2017-11-23 04:00:00,79,1,NA,NA
Barrio del Pilar,1,2017-11-23 05:00:00,69,1,NA,NA
Barrio del Pilar,1,2017-11-23 06:00:00,76,1,NA,NA
Barrio del Pilar,1,2017-11-23 07:00:00,101,1,NA,NA
Barrio del Pilar,1,2017-11-23 08:00:00,155,1,NA,NA
Barrio del Pilar,1,2017-11-23 09:00:00,170,1,NA,NA
Barrio del Pilar,1,2017-11-23 10:00:00,149,1,NA,NA
Barrio del Pilar,1,2017-11-23 11:00:00,129,1,NA,NA
Barrio del Pilar,1,2017-11-23 12:00:00,117,2,NA,NA
Barrio del Pilar,1,2017-11-23 13:00:00,107,5,NA,NA
Barrio del Pilar,1,2017-11-23 14:00:00,87,9,NA,NA
Barrio del Pilar,1,2017-11-23 15:00:00,56,31,NA,NA
Barrio del Pilar,1,2017-11-23 16:00:00,70,20,NA,NA
Barrio del Pilar,1,2017-11-23 17:00:00,105,1,NA,NA
Barrio del Pilar,1,2017-11-23 18:00:00,126,1,NA,NA
Barrio del Pilar,1,2017-11-23 19:00:00,138,1,NA,NA
Barrio del Pilar,1,2017-11-23 20:00:00,177,1,NA,NA
Barrio del Pilar,1,2017-11-23 21:00:00,242,1,NA,NA
Barrio del Pilar,1,2017-11-23 22:00:00,228,1,NA,NA
Barrio del Pilar,1,2017-11-23 23:00:00,159,1,NA,NA
Barrio del Pilar,1,2017-11-24 00:00:00,108,1,NA,NA
Barrio del Pilar,1,2017-11-24 01:00:00,78,1,NA,NA
Barrio del Pilar,1,2017-11-24 02:00:00,69,1,NA,NA
Barrio del Pilar,1,2017-11-24 03:00:00,59,1,NA,NA
Barrio del Pilar,1,2017-11-24 04:00:00,60,1,NA,NA
Barrio del Pilar,1,2017-11-24 05:00:00,66,1,NA,NA
Barrio del Pilar,1,2017-11-24 06:00:00,63,3,NA,NA
Barrio del Pilar,1,2017-11-24 07:00:00,88,1,NA,NA
Barrio del Pilar,1,2017-11-24 08:00:00,109,1,NA,NA
Barrio del Pilar,1,2017-11-24 09:00:00,116,1,NA,NA
Barrio del Pilar,1,2017-11-24 10:00:00,111,1,NA,NA
Barrio del Pilar,1,2017-11-24 11:00:00,111,1,NA,NA
Barrio del Pilar,1,2017-11-24 12:00:00,85,5,NA,NA
Barrio del Pilar,1,2017-11-24 13:00:00,73,10,NA,NA
Barrio del Pilar,1,2017-11-24 14:00:00,66,16,NA,NA
Barrio del Pilar,1,2017-11-24 15:00:00,48,29,NA,NA
Barrio del Pilar,1,2017-11-24 16:00:00,57,24,NA,NA
Barrio del Pilar,1,2017-11-24 17:00:00,82,4,NA,NA
Barrio del Pilar,1,2017-11-24 18:00:00,99,1,NA,NA
Barrio del Pilar,1,2017-11-24 19:00:00,110,1,NA,NA
Barrio del Pilar,1,2017-11-24 20:00:00,100,1,NA,NA
Barrio del Pilar,1,2017-11-24 21:00:00,103,1,NA,NA
Barrio del Pilar,1,2017-11-24 22:00:00,120,1,NA,NA
Barrio del Pilar,1,2017-11-24 23:00:00,96,1,NA,NA
Barrio del Pilar,1,2017-11-25 00:00:00,74,2,NA,NA
Barrio del Pilar,1,2017-11-25 01:00:00,69,1,NA,NA
Barrio del Pilar,1,2017-11-25 02:00:00,76,1,NA,NA
Barrio del Pilar,1,2017-11-25 03:00:00,71,1,NA,NA
Barrio del Pilar,1,2017-11-25 04:00:00,65,1,NA,NA
Barrio del Pilar,1,2017-11-25 05:00:00,50,6,NA,NA
Barrio del Pilar,1,2017-11-25 06:00:00,43,9,NA,NA
Barrio del Pilar,1,2017-11-25 07:00:00,42,13,NA,NA
Barrio del Pilar,1,2017-11-25 08:00:00,54,3,NA,NA
Barrio del Pilar,1,2017-11-25 09:00:00,52,5,NA,NA
Barrio del Pilar,1,2017-11-25 10:00:00,59,11,NA,NA
Barrio del Pilar,1,2017-11-25 11:00:00,51,18,NA,NA
Barrio del Pilar,1,2017-11-25 12:00:00,55,22,NA,NA
Barrio del Pilar,1,2017-11-25 13:00:00,63,14,NA,NA
Barrio del Pilar,1,2017-11-25 14:00:00,66,12,NA,NA
Barrio del Pilar,1,2017-11-25 15:00:00,60,17,NA,NA
Barrio del Pilar,1,2017-11-25 16:00:00,59,13,NA,NA
Barrio del Pilar,1,2017-11-25 17:00:00,49,16,NA,NA
Barrio del Pilar,1,2017-11-25 18:00:00,59,9,NA,NA
Barrio del Pilar,1,2017-11-25 19:00:00,64,7,NA,NA
Barrio del Pilar,1,2017-11-25 20:00:00,50,15,NA,NA
Barrio del Pilar,1,2017-11-25 21:00:00,49,13,NA,NA
Barrio del Pilar,1,2017-11-25 22:00:00,43,16,NA,NA
Barrio del Pilar,1,2017-11-25 23:00:00,17,36,NA,NA
Barrio del Pilar,1,2017-11-26 00:00:00,14,41,NA,NA
Barrio del Pilar,1,2017-11-26 01:00:00,10,47,NA,NA
Barrio del Pilar,1,2017-11-26 02:00:00,9,49,NA,NA
Barrio del Pilar,1,2017-11-26 03:00:00,12,48,NA,NA
Barrio del Pilar,1,2017-11-26 04:00:00,12,48,NA,NA
Barrio del Pilar,1,2017-11-26 05:00:00,11,49,NA,NA
Barrio del Pilar,1,2017-11-26 06:00:00,11,51,NA,NA
Barrio del Pilar,1,2017-11-26 07:00:00,17,46,NA,NA
Barrio del Pilar,1,2017-11-26 08:00:00,22,40,NA,NA
Barrio del Pilar,1,2017-11-26 09:00:00,20,42,NA,NA
Barrio del Pilar,1,2017-11-26 10:00:00,15,47,NA,NA
Barrio del Pilar,1,2017-11-26 11:00:00,17,47,NA,NA
Barrio del Pilar,1,2017-11-26 12:00:00,19,48,NA,NA
Barrio del Pilar,1,2017-11-26 13:00:00,18,53,NA,NA
Barrio del Pilar,1,2017-11-26 14:00:00,14,60,NA,NA
Barrio del Pilar,1,2017-11-26 15:00:00,20,55,NA,NA
Barrio del Pilar,1,2017-11-26 16:00:00,17,59,NA,NA
Barrio del Pilar,1,2017-11-26 17:00:00,39,39,NA,NA
Barrio del Pilar,1,2017-11-26 18:00:00,105,4,NA,NA
Barrio del Pilar,1,2017-11-26 19:00:00,100,1,NA,NA
Barrio del Pilar,1,2017-11-26 20:00:00,87,4,NA,NA
Barrio del Pilar,1,2017-11-26 21:00:00,65,12,NA,NA
Barrio del Pilar,1,2017-11-26 22:00:00,51,20,NA,NA
Barrio del Pilar,1,2017-11-26 23:00:00,45,23,NA,NA
Barrio del Pilar,1,2017-11-27 00:00:00,37,27,NA,NA
Barrio del Pilar,1,2017-11-27 01:00:00,22,38,NA,NA
Barrio del Pilar,1,2017-11-27 02:00:00,26,32,NA,NA
Barrio del Pilar,1,2017-11-27 03:00:00,30,26,NA,NA
Barrio del Pilar,1,2017-11-27 04:00:00,46,11,NA,NA
Barrio del Pilar,1,2017-11-27 05:00:00,46,9,NA,NA
Barrio del Pilar,1,2017-11-27 06:00:00,56,1,NA,NA
Barrio del Pilar,1,2017-11-27 07:00:00,69,1,NA,NA
Barrio del Pilar,1,2017-11-27 08:00:00,75,1,NA,NA
Barrio del Pilar,1,2017-11-27 09:00:00,71,5,NA,NA
Barrio del Pilar,1,2017-11-27 10:00:00,61,12,NA,NA
Barrio del Pilar,1,2017-11-27 11:00:00,65,12,NA,NA
Barrio del Pilar,1,2017-11-27 12:00:00,69,14,NA,NA
Barrio del Pilar,1,2017-11-27 13:00:00,80,13,NA,NA
Barrio del Pilar,1,2017-11-27 14:00:00,93,10,NA,NA
Barrio del Pilar,1,2017-11-27 15:00:00,87,9,NA,NA
Barrio del Pilar,1,2017-11-27 16:00:00,86,7,NA,NA
Barrio del Pilar,1,2017-11-27 17:00:00,89,3,NA,NA
Barrio del Pilar,1,2017-11-27 18:00:00,113,1,NA,NA
Barrio del Pilar,1,2017-11-27 19:00:00,134,1,NA,NA
Barrio del Pilar,1,2017-11-27 20:00:00,183,1,NA,NA
Barrio del Pilar,1,2017-11-27 21:00:00,187,1,NA,NA
Barrio del Pilar,1,2017-11-27 22:00:00,193,1,NA,NA
Barrio del Pilar,1,2017-11-27 23:00:00,130,1,NA,NA
Barrio del Pilar,1,2017-11-28 00:00:00,129,1,NA,NA
Barrio del Pilar,1,2017-11-28 01:00:00,91,1,NA,NA
Barrio del Pilar,1,2017-11-28 02:00:00,78,1,NA,NA
Barrio del Pilar,1,2017-11-28 03:00:00,67,1,NA,NA
Barrio del Pilar,1,2017-11-28 04:00:00,62,1,NA,NA
Barrio del Pilar,1,2017-11-28 05:00:00,59,1,NA,NA
Barrio del Pilar,1,2017-11-28 06:00:00,67,1,NA,NA
Barrio del Pilar,1,2017-11-28 07:00:00,76,1,NA,NA
Barrio del Pilar,1,2017-11-28 08:00:00,80,1,NA,NA
Barrio del Pilar,1,2017-11-28 09:00:00,106,1,NA,NA
Barrio del Pilar,1,2017-11-28 10:00:00,105,1,NA,NA
Barrio del Pilar,1,2017-11-28 11:00:00,95,3,NA,NA
Barrio del Pilar,1,2017-11-28 12:00:00,90,4,NA,NA
Barrio del Pilar,1,2017-11-28 13:00:00,100,4,NA,NA
Barrio del Pilar,1,2017-11-28 14:00:00,106,1,NA,NA
Barrio del Pilar,1,2017-11-28 15:00:00,97,1,NA,NA
Barrio del Pilar,1,2017-11-28 16:00:00,99,1,NA,NA
Barrio del Pilar,1,2017-11-28 17:00:00,96,1,NA,NA
Barrio del Pilar,1,2017-11-28 18:00:00,106,1,NA,NA
Barrio del Pilar,1,2017-11-28 19:00:00,96,1,NA,NA
Barrio del Pilar,1,2017-11-28 20:00:00,99,1,NA,NA
Barrio del Pilar,1,2017-11-28 21:00:00,87,1,NA,NA
Barrio del Pilar,1,2017-11-28 22:00:00,77,1,NA,NA
Barrio del Pilar,1,2017-11-28 23:00:00,76,1,NA,NA
Barrio del Pilar,1,2017-11-29 00:00:00,72,1,NA,NA
Barrio del Pilar,1,2017-11-29 01:00:00,68,1,NA,NA
Barrio del Pilar,1,2017-11-29 02:00:00,68,1,NA,NA
Barrio del Pilar,1,2017-11-29 03:00:00,65,1,NA,NA
Barrio del Pilar,1,2017-11-29 04:00:00,63,1,NA,NA
Barrio del Pilar,1,2017-11-29 05:00:00,58,1,NA,NA
Barrio del Pilar,1,2017-11-29 06:00:00,55,1,NA,NA
Barrio del Pilar,1,2017-11-29 07:00:00,54,3,NA,NA
Barrio del Pilar,1,2017-11-29 08:00:00,70,2,NA,NA
Barrio del Pilar,1,2017-11-29 09:00:00,67,5,NA,NA
Barrio del Pilar,1,2017-11-29 10:00:00,40,25,NA,NA
Barrio del Pilar,1,2017-11-29 11:00:00,32,38,NA,NA
Barrio del Pilar,1,2017-11-29 12:00:00,28,48,NA,NA
Barrio del Pilar,1,2017-11-29 13:00:00,21,60,NA,NA
Barrio del Pilar,1,2017-11-29 14:00:00,18,65,NA,NA
Barrio del Pilar,1,2017-11-29 15:00:00,25,60,NA,NA
Barrio del Pilar,1,2017-11-29 16:00:00,32,53,NA,NA
Barrio del Pilar,1,2017-11-29 17:00:00,36,46,NA,NA
Barrio del Pilar,1,2017-11-29 18:00:00,51,31,NA,NA
Barrio del Pilar,1,2017-11-29 19:00:00,57,26,NA,NA
Barrio del Pilar,1,2017-11-29 20:00:00,41,40,NA,NA
Barrio del Pilar,1,2017-11-29 21:00:00,31,48,NA,NA
Barrio del Pilar,1,2017-11-29 22:00:00,31,46,NA,NA
Barrio del Pilar,1,2017-11-29 23:00:00,25,48,NA,NA
Barrio del Pilar,1,2017-11-30 00:00:00,19,52,NA,NA
Barrio del Pilar,1,2017-11-30 01:00:00,14,54,NA,NA
Barrio del Pilar,1,2017-11-30 02:00:00,13,53,NA,NA
Barrio del Pilar,1,2017-11-30 03:00:00,16,48,NA,NA
Barrio del Pilar,1,2017-11-30 04:00:00,19,45,NA,NA
Barrio del Pilar,1,2017-11-30 05:00:00,21,42,NA,NA
Barrio del Pilar,1,2017-11-30 06:00:00,30,34,NA,NA
Barrio del Pilar,1,2017-11-30 07:00:00,61,11,NA,NA
Barrio del Pilar,1,2017-11-30 08:00:00,78,3,NA,NA
Barrio del Pilar,1,2017-11-30 09:00:00,67,12,NA,NA
Barrio del Pilar,1,2017-11-30 10:00:00,43,32,NA,NA
Barrio del Pilar,1,2017-11-30 11:00:00,27,47,NA,NA
Barrio del Pilar,1,2017-11-30 12:00:00,20,56,NA,NA
Barrio del Pilar,1,2017-11-30 13:00:00,18,59,NA,NA
Barrio del Pilar,1,2017-11-30 14:00:00,18,60,NA,NA
Barrio del Pilar,1,2017-11-30 15:00:00,16,63,NA,NA
Barrio del Pilar,1,2017-11-30 16:00:00,21,60,NA,NA
Barrio del Pilar,1,2017-11-30 17:00:00,38,45,NA,NA
Barrio del Pilar,1,2017-11-30 18:00:00,59,30,NA,NA
Barrio del Pilar,1,2017-11-30 19:00:00,69,23,NA,NA
Barrio del Pilar,1,2017-11-30 20:00:00,82,11,NA,NA
Barrio del Pilar,1,2017-11-30 21:00:00,98,2,NA,NA
Barrio del Pilar,1,2017-11-30 22:00:00,80,8,NA,NA
Barrio del Pilar,1,2017-11-30 23:00:00,74,8,NA,NA
Barrio del Pilar,1,2017-12-01 00:00:00,74,6,NA,NA
Barrio del Pilar,1,2017-12-01 01:00:00,64,10,NA,NA
Barrio del Pilar,1,2017-12-01 02:00:00,36,31,NA,NA
Barrio del Pilar,1,2017-12-01 03:00:00,24,39,NA,NA
Barrio del Pilar,1,2017-12-01 04:00:00,18,47,NA,NA
Barrio del Pilar,1,2017-12-01 05:00:00,11,58,NA,NA
Barrio del Pilar,1,2017-12-01 06:00:00,26,50,NA,NA
Barrio del Pilar,1,2017-12-01 07:00:00,46,37,NA,NA
Barrio del Pilar,1,2017-12-01 08:00:00,79,17,NA,NA
Barrio del Pilar,1,2017-12-01 09:00:00,64,27,NA,NA
Barrio del Pilar,1,2017-12-01 10:00:00,36,46,NA,NA
Barrio del Pilar,1,2017-12-01 11:00:00,29,53,NA,NA
Barrio del Pilar,1,2017-12-01 12:00:00,27,56,NA,NA
Barrio del Pilar,1,2017-12-01 13:00:00,30,51,NA,NA
Barrio del Pilar,1,2017-12-01 14:00:00,17,63,NA,NA
Barrio del Pilar,1,2017-12-01 15:00:00,22,61,NA,NA
Barrio del Pilar,1,2017-12-01 16:00:00,19,68,NA,NA
Barrio del Pilar,1,2017-12-01 17:00:00,28,63,NA,NA
Barrio del Pilar,1,2017-12-01 18:00:00,29,60,NA,NA
Barrio del Pilar,1,2017-12-01 19:00:00,25,64,NA,NA
Barrio del Pilar,1,2017-12-01 20:00:00,33,54,NA,NA
Barrio del Pilar,1,2017-12-01 21:00:00,36,50,NA,NA
Barrio del Pilar,1,2017-12-01 22:00:00,44,42,NA,NA
Barrio del Pilar,1,2017-12-01 23:00:00,38,46,NA,NA
Barrio del Pilar,1,2017-12-02 00:00:00,38,44,NA,NA
Barrio del Pilar,1,2017-12-02 01:00:00,62,22,NA,NA
Barrio del Pilar,1,2017-12-02 02:00:00,59,23,NA,NA
Barrio del Pilar,1,2017-12-02 03:00:00,63,15,NA,NA
Barrio del Pilar,1,2017-12-02 04:00:00,64,9,NA,NA
Barrio del Pilar,1,2017-12-02 05:00:00,63,12,NA,NA
Barrio del Pilar,1,2017-12-02 06:00:00,32,45,NA,NA
Barrio del Pilar,1,2017-12-02 07:00:00,50,26,NA,NA
Barrio del Pilar,1,2017-12-02 08:00:00,63,18,NA,NA
Barrio del Pilar,1,2017-12-02 09:00:00,68,18,NA,NA
Barrio del Pilar,1,2017-12-02 10:00:00,53,32,NA,NA
Barrio del Pilar,1,2017-12-02 11:00:00,47,38,NA,NA
Barrio del Pilar,1,2017-12-02 12:00:00,38,46,NA,NA
Barrio del Pilar,1,2017-12-02 13:00:00,30,51,NA,NA
Barrio del Pilar,1,2017-12-02 14:00:00,16,60,NA,NA
Barrio del Pilar,1,2017-12-02 15:00:00,15,59,NA,NA
Barrio del Pilar,1,2017-12-02 16:00:00,17,58,NA,NA
Barrio del Pilar,1,2017-12-02 17:00:00,24,54,NA,NA
Barrio del Pilar,1,2017-12-02 18:00:00,30,49,NA,NA
Barrio del Pilar,1,2017-12-02 19:00:00,42,37,NA,NA
Barrio del Pilar,1,2017-12-02 20:00:00,44,35,NA,NA
Barrio del Pilar,1,2017-12-02 21:00:00,35,42,NA,NA
Barrio del Pilar,1,2017-12-02 22:00:00,28,48,NA,NA
Barrio del Pilar,1,2017-12-02 23:00:00,19,55,NA,NA
Barrio del Pilar,1,2017-12-03 00:00:00,14,57,NA,NA
Barrio del Pilar,1,2017-12-03 01:00:00,9,60,NA,NA
Barrio del Pilar,1,2017-12-03 02:00:00,7,62,NA,NA
Barrio del Pilar,1,2017-12-03 03:00:00,9,58,NA,NA
Barrio del Pilar,1,2017-12-03 04:00:00,21,45,NA,NA
Barrio del Pilar,1,2017-12-03 05:00:00,39,26,NA,NA
Barrio del Pilar,1,2017-12-03 06:00:00,61,6,NA,NA
Barrio del Pilar,1,2017-12-03 07:00:00,69,1,NA,NA
Barrio del Pilar,1,2017-12-03 08:00:00,72,1,NA,NA
Barrio del Pilar,1,2017-12-03 09:00:00,78,3,NA,NA
Barrio del Pilar,1,2017-12-03 10:00:00,59,17,NA,NA
Barrio del Pilar,1,2017-12-03 11:00:00,55,26,NA,NA
Barrio del Pilar,1,2017-12-03 12:00:00,30,56,NA,NA
Barrio del Pilar,1,2017-12-03 13:00:00,21,66,NA,NA
Barrio del Pilar,1,2017-12-03 14:00:00,23,64,NA,NA
Barrio del Pilar,1,2017-12-03 15:00:00,31,57,NA,NA
Barrio del Pilar,1,2017-12-03 16:00:00,30,56,NA,NA
Barrio del Pilar,1,2017-12-03 17:00:00,46,41,NA,NA
Barrio del Pilar,1,2017-12-03 18:00:00,63,22,NA,NA
Barrio del Pilar,1,2017-12-03 19:00:00,80,10,NA,NA
Barrio del Pilar,1,2017-12-03 20:00:00,90,3,NA,NA
Barrio del Pilar,1,2017-12-03 21:00:00,114,2,NA,NA
Barrio del Pilar,1,2017-12-03 22:00:00,105,2,NA,NA
Barrio del Pilar,1,2017-12-03 23:00:00,102,2,NA,NA
Barrio del Pilar,1,2017-12-04 00:00:00,89,2,NA,NA
Barrio del Pilar,1,2017-12-04 01:00:00,77,1,NA,NA
Barrio del Pilar,1,2017-12-04 02:00:00,74,1,NA,NA
